School Name,School State,School Ownership,Mean Earnings (6 Yrs after Entry),Std. Deviation Earning (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Std. Deviation Earning (10 Yrs after Entry),150% Completion Rate at 4Yr (%),Retention Rate 4Yr (%)
The Sage Colleges,NY,Private NonProfit,39400.0,23200.0,47100.0,27400.0,58.33000000000001,78.24
University at Buffalo,NY,Public,46100.0,32700.0,62100.0,52200.0,74.36,86.08
SUNY Polytechnic Institute,NY,Public,45200.0,27300.0,55900.0,35600.0,43.9,78.67
Touro College,NY,Private NonProfit,40600.0,36300.0,41400.0,45600.0,44.85,55.24
SUNY at Fredonia,NY,Public,32900.0,18900.0,44700.0,27700.0,61.86000000000001,79.3
SUNY Oneonta,NY,Public,35600.0,19600.0,46700.0,29400.0,72.24000000000002,83.1
Utica College,NY,Private NonProfit,40600.0,25700.0,48600.0,29600.0,45.39,75.03999999999998
Montreat College,NC,Private NonProfit,37200.0,25600.0,42500.0,34200.0,35.85,57.14
Davidson College,NC,Private NonProfit,49400.0,30200.0,71100.0,56400.0,94.79,93.53
Mid-Atlantic Christian University,NC,Private NonProfit,24900.0,16800.0,33000.0,22200.0,38.1,60.0
North Carolina A & T State University,NC,Public,31700.0,21700.0,39300.0,28500.0,43.48,75.13
Lenoir-Rhyne University,NC,Private NonProfit,33700.0,18500.0,43600.0,27300.0,47.99,71.59
Livingstone College,NC,Private NonProfit,21300.0,15000.0,26100.0,18200.0,24.94,49.88
Greensboro College,NC,Private NonProfit,30100.0,18900.0,41000.0,27400.0,44.27,54.19000000000001
William Peace University,NC,Private NonProfit,32200.0,24300.0,36900.0,23400.0,41.72,70.09
Walsh University,OH,Private NonProfit,40900.0,25300.0,48300.0,33600.0,58.3,82.92
Wilberforce University,OH,Private NonProfit,27300.0,20100.0,38400.0,27100.0,21.43,47.8
Ohio University-Main Campus,OH,Public,35900.0,26100.0,45800.0,33000.0,63.85999999999999,81.5
Bacone College,OK,Private NonProfit,29400.0,19000.0,37000.0,24000.0,8.63,39.42
Cameron University,OK,Public,30400.0,21700.0,38200.0,27500.0,19.06,61.86000000000001
Oklahoma Panhandle State University,OK,Public,33800.0,22300.0,40800.0,26700.0,23.66,59.38
University of Tulsa,OK,Private NonProfit,50400.0,43000.0,60500.0,52600.0,72.92,90.56
Multnomah University,OR,Private NonProfit,33300.0,22000.0,38100.0,28900.0,48.24,67.86
University of Oregon,OR,Public,39800.0,29500.0,51300.0,43100.0,71.93,86.88
Corban University,OR,Private NonProfit,33100.0,22100.0,40200.0,27800.0,59.15000000000001,79.93
Central Penn College,PA,Private ForProfit,34000.0,22000.0,37700.0,26400.0,31.76,51.52
Clarion University of Pennsylvania,PA,Public,33200.0,20000.0,40600.0,27300.0,49.05,73.91
Albright College,PA,Private NonProfit,39900.0,21800.0,51400.0,31100.0,54.23,71.39999999999998
Gettysburg College,PA,Private NonProfit,47100.0,27200.0,66300.0,54600.0,86.81,89.56
King's College,PA,Private NonProfit,44400.0,28700.0,57500.0,38000.0,65.34,76.79
Haverford College,PA,Private NonProfit,44100.0,34000.0,75100.0,61900.0,90.46,97.11
Holy Family University,PA,Private NonProfit,43600.0,24100.0,54300.0,30500.0,60.36,76.25
Franklin and Marshall College,PA,Private NonProfit,49200.0,30300.0,69200.0,49300.0,86.8,90.54
Pennsylvania State University-Penn State Brandywine,PA,Public,43600.0,27400.0,57200.0,41900.0,43.49,79.4
University of Pittsburgh-Johnstown,PA,Public,44300.0,36600.0,61200.0,42400.0,53.21,79.38
Pennsylvania State University-Main Campus,PA,Public,43600.0,27400.0,57200.0,41900.0,85.53,93.22
Pennsylvania State University-Penn State Erie-Behrend College,PA,Public,43600.0,27400.0,57200.0,41900.0,63.42,85.42
Ursinus College,PA,Private NonProfit,42000.0,24600.0,61800.0,41900.0,78.0,84.38
West Chester University of Pennsylvania,PA,Public,39500.0,21300.0,51200.0,32000.0,70.1,85.84
Westminster College,PA,Private NonProfit,36000.0,18800.0,47200.0,28400.0,71.14,84.61999999999998
Winthrop University,SC,Public,31300.0,17600.0,39800.0,32200.0,58.19,73.07000000000002
Allen University,SC,Private NonProfit,18200.0,13200.0,26400.0,20800.0,18.44,47.67
University of South Carolina-Beaufort,SC,Public,33800.0,22300.0,40400.0,28900.0,24.37,54.35
Francis Marion University,SC,Public,32100.0,31700.0,36900.0,24200.0,40.16,67.84
Benedict College,SC,Private NonProfit,21300.0,14200.0,27300.0,18400.0,21.6,56.10000000000001
Dakota Wesleyan University,SD,Private NonProfit,35600.0,18500.0,40900.0,25500.0,47.65,76.14
Coastal Carolina University,SC,Public,33500.0,28200.0,44500.0,40100.0,41.68,68.5
Citadel Military College of South Carolina,SC,Public,44700.0,24100.0,59600.0,34300.0,69.37,82.72
North Greenville University,SC,Private NonProfit,27800.0,16700.0,36200.0,23900.0,57.17,70.08
University of South Dakota,SD,Public,37100.0,23000.0,49500.0,45400.0,54.93,75.84
Martin Methodist College,TN,Private NonProfit,28200.0,19000.0,36300.0,24400.0,42.59,52.35999999999999
Fisk University,TN,Private NonProfit,26000.0,16500.0,36300.0,21900.0,31.9,78.36999999999998
Texas A & M University-Corpus Christi,TX,Public,39100.0,26400.0,48600.0,32700.0,34.52,58.26
Dallas Christian College,TX,Private NonProfit,33000.0,23300.0,45500.0,35000.0,34.04,45.61
East Texas Baptist University,TX,Private NonProfit,34800.0,22100.0,43600.0,27900.0,38.38,67.65
Texas A & M University-Commerce,TX,Public,36000.0,23100.0,41900.0,28400.0,43.38,62.5
LeTourneau University,TX,Private NonProfit,47300.0,36000.0,56800.0,41300.0,52.71,78.02
University of Houston,TX,Public,47100.0,33300.0,60600.0,48000.0,50.68,80.42
University of Mary Hardin-Baylor,TX,Private NonProfit,38600.0,22200.0,48700.0,41300.0,48.09,71.45
University of the Incarnate Word,TX,Private NonProfit,41000.0,26900.0,52500.0,39300.0,56.14,77.3
Lamar University,TX,Public,37200.0,26200.0,46000.0,33600.0,32.71,63.36000000000001
Sam Houston State University,TX,Public,39300.0,22900.0,49700.0,34500.0,50.61,77.37
The University of Texas at San Antonio,TX,Public,38800.0,24000.0,49600.0,32900.0,34.77,70.66
California State University-Northridge,CA,Public,37400.0,25700.0,49700.0,36600.0,50.06,77.38000000000002
Design Institute of San Diego,CA,Private ForProfit,33700.0,22400.0,42300.0,33100.0,25.0,71.43
Humboldt State University,CA,Public,30200.0,22300.0,40100.0,29200.0,45.63,70.64
Laguna College of Art and Design,CA,Private NonProfit,32200.0,26000.0,41400.0,33100.0,45.61,85.0
Mills College,CA,Private NonProfit,40200.0,32800.0,49500.0,67100.0,66.5,78.42
Pomona College,CA,Private NonProfit,51200.0,61100.0,77300.0,82300.0,97.01,96.75
Scripps College,CA,Private NonProfit,44400.0,33100.0,61800.0,43800.0,83.65,92.06
Southern California Institute of Architecture,CA,Private NonProfit,45300.0,19400.0,44200.0,26100.0,28.57,80.65
University of San Francisco,CA,Private NonProfit,58500.0,46400.0,74000.0,53800.0,71.82,85.92
Thomas Aquinas College,CA,Private NonProfit,30300.0,16100.0,45900.0,30600.0,82.35,92.41
The Art Institute of Colorado,CO,Private ForProfit,29700.0,22200.0,37700.0,28900.0,29.41,38.55
Colorado School of Mines,CO,Public,74700.0,40000.0,95600.0,64800.0,76.89,92.22
University of Hartford,CT,Private NonProfit,40300.0,24200.0,51700.0,33600.0,57.50999999999999,75.14
Wesley College,DE,Private NonProfit,33600.0,21700.0,45700.0,28000.0,22.42,48.21
Bethune-Cookman University,FL,Private NonProfit,26000.0,17200.0,32300.0,33900.0,33.12,63.4
Carlos Albizu University-Miami,FL,Private NonProfit,30200.0,22700.0,34000.0,29600.0,52.94,60.0
Adventist University of Health Sciences,FL,Private NonProfit,53500.0,30000.0,58200.0,33800.0,32.61,67.92
Jacksonville University,FL,Private NonProfit,48800.0,36200.0,57100.0,47800.0,41.99,70.7
The Baptist College of Florida,FL,Private NonProfit,29300.0,19900.0,36200.0,26900.0,52.63,87.18
Trinity College of Florida,FL,Private NonProfit,27700.0,20600.0,33700.0,24800.0,29.03,54.55
Warner University,FL,Private NonProfit,35500.0,24000.0,42500.0,28700.0,37.21,53.43
Emory University,GA,Private NonProfit,65500.0,52500.0,84400.0,66200.0,90.61,93.8
Life University,GA,Private NonProfit,36500.0,32000.0,47200.0,68800.0,27.78,73.91
Georgia Institute of Technology-Main Campus,GA,Public,66100.0,41300.0,85900.0,64700.0,86.29,97.34
Brewton-Parker College,GA,Private NonProfit,29800.0,22000.0,35100.0,25100.0,23.26,26.67
University of Idaho,ID,Public,35500.0,25700.0,47000.0,32200.0,56.11000000000001,77.53999999999998
Blackburn College,IL,Private NonProfit,29600.0,16200.0,41700.0,26700.0,42.0,64.78
Bradley University,IL,Private NonProfit,45900.0,24100.0,58300.0,34300.0,74.47,87.33999999999997
Brigham Young University-Idaho,ID,Private NonProfit,35600.0,28200.0,49400.0,41400.0,55.72000000000001,70.93
Toccoa Falls College,GA,Private NonProfit,28000.0,18700.0,32200.0,23500.0,49.02,71.94
School of the Art Institute of Chicago,IL,Private NonProfit,28800.0,20000.0,40800.0,37900.0,65.74,80.60000000000002
Boise State University,ID,Public,35600.0,33800.0,43100.0,36400.0,39.36,78.17
Illinois Institute of Technology,IL,Private NonProfit,60400.0,37300.0,78000.0,64100.0,71.39,89.77000000000002
Greenville University,IL,Private NonProfit,33200.0,22300.0,39900.0,25900.0,46.64,67.31
Trinity Christian College,IL,Private NonProfit,39600.0,21700.0,44600.0,27900.0,57.69,83.16
Western Illinois University,IL,Public,37000.0,20900.0,47500.0,30600.0,53.13,69.17
Southern Illinois University-Carbondale,IL,Public,36700.0,23500.0,49500.0,40400.0,44.04,64.27000000000001
Earlham College,IN,Private NonProfit,28000.0,17900.0,39200.0,26200.0,70.5,80.16
Molloy College,NY,Private NonProfit,55400.0,30700.0,64100.0,37400.0,75.97,85.21
Keuka College,NY,Private NonProfit,42300.0,25700.0,46700.0,27800.0,60.0,69.81
Medaille College,NY,Private NonProfit,35400.0,22600.0,44200.0,27800.0,42.71,64.17
LIU Post,NY,Private NonProfit,41500.0,34300.0,58400.0,48700.0,46.06,74.21
Farmingdale State College,NY,Public,44800.0,36000.0,55800.0,34800.0,48.69,80.63
Yeshiva University,NY,Private NonProfit,48500.0,38700.0,78800.0,94500.0,81.77,86.89
Yeshivath Viznitz,NY,Private NonProfit,19000.0,30000.0,19600.0,16500.0,86.96000000000002,96.3
Catawba College,NC,Private NonProfit,31900.0,19000.0,42700.0,28100.0,52.90000000000001,72.03
Queens University of Charlotte,NC,Private NonProfit,42200.0,24800.0,49400.0,36600.0,53.01000000000001,76.51
High Point University,NC,Private NonProfit,38000.0,27200.0,42900.0,27500.0,64.24,81.86
Lees-McRae College,NC,Private NonProfit,32500.0,38600.0,34400.0,21100.0,38.1,58.38
Saint Augustine's University,NC,Private NonProfit,23800.0,14600.0,30000.0,22800.0,23.41,55.24
University of North Carolina at Greensboro,NC,Public,33100.0,18700.0,40900.0,27800.0,53.81,75.55
St. Andrews University,NC,Private NonProfit,31900.0,22000.0,40100.0,27900.0,36.08,50.69000000000001
University of North Carolina Wilmington,NC,Public,36900.0,21800.0,46600.0,31900.0,71.89,84.97
University of Mary,ND,Private NonProfit,46700.0,25900.0,53000.0,33500.0,53.59,79.75
Warren Wilson College,NC,Private NonProfit,21400.0,14600.0,29500.0,19700.0,50.68,59.49
Cedarville University,OH,Private NonProfit,38200.0,22600.0,46800.0,32300.0,72.49,85.35000000000002
Western Carolina University,NC,Public,33400.0,20300.0,41300.0,33200.0,56.54,79.67999999999998
Ohio Christian University,OH,Private NonProfit,32600.0,24700.0,33000.0,20800.0,34.43,62.22
Kent State University at Kent,OH,Public,33500.0,21400.0,42400.0,33600.0,55.42,82.24000000000002
Mount Vernon Nazarene University,OH,Private NonProfit,39300.0,23900.0,50000.0,45700.0,57.99,77.9
Oberlin College,OH,Private NonProfit,30700.0,21200.0,45500.0,35500.0,85.16,88.64999999999998
Ohio Dominican University,OH,Private NonProfit,37400.0,20600.0,47100.0,35600.0,36.76,66.94
La Salle University,PA,Private NonProfit,45200.0,25900.0,61100.0,37300.0,65.38000000000001,74.96000000000002
Immaculata University,PA,Private NonProfit,51300.0,31500.0,54700.0,33400.0,67.28,79.25999999999998
Lebanon Valley College,PA,Private NonProfit,42100.0,21600.0,48500.0,25400.0,76.09,81.54
Delaware Valley University,PA,Private NonProfit,36200.0,20800.0,44700.0,27200.0,56.94000000000001,67.30000000000001
Drexel University,PA,Private NonProfit,54400.0,33700.0,78000.0,62300.0,69.77,89.11
Gannon University,PA,Private NonProfit,43800.0,29100.0,55100.0,35500.0,64.67,78.0
Elizabethtown College,PA,Private NonProfit,44800.0,23500.0,55000.0,30400.0,74.33999999999997,86.9
Moravian College,PA,Private NonProfit,42600.0,23500.0,55100.0,34000.0,69.44,78.46
Cairn University-Langhorne,PA,Private NonProfit,30600.0,19300.0,38700.0,26300.0,60.99,73.58
Pennsylvania State University-Penn State Berks,PA,Public,43600.0,27400.0,57200.0,41900.0,56.21000000000001,80.31
Pennsylvania State University-Penn State Abington,PA,Public,43600.0,27400.0,57200.0,41900.0,46.7,78.36999999999998
Pennsylvania State University-Penn State Shenango,PA,Public,43600.0,27400.0,57200.0,41900.0,32.35,60.0
Mercyhurst University,PA,Private NonProfit,34300.0,20700.0,44200.0,28600.0,66.86999999999999,78.36
Millersville University of Pennsylvania,PA,Public,35600.0,19200.0,46000.0,26400.0,60.91,77.29
Villanova University,PA,Private NonProfit,64700.0,37100.0,87600.0,65300.0,90.35,94.82
Washington & Jefferson College,PA,Private NonProfit,45400.0,24600.0,60100.0,42200.0,75.94999999999997,85.6
Rosemont College,PA,Private NonProfit,36700.0,26600.0,46700.0,28800.0,47.52,72.39
Waynesburg University,PA,Private NonProfit,43800.0,26900.0,51200.0,32100.0,60.35,75.49
Swarthmore College,PA,Private NonProfit,44500.0,35400.0,70000.0,57900.0,94.06,97.54
Thiel College,PA,Private NonProfit,34400.0,21700.0,41700.0,28500.0,42.17,66.18
University of Rhode Island,RI,Public,42500.0,26100.0,58400.0,40300.0,62.83,83.17999999999998
Seton Hill University,PA,Private NonProfit,35900.0,21600.0,44500.0,26100.0,56.45,79.69000000000003
Wilkes University,PA,Private NonProfit,47200.0,30700.0,58600.0,37200.0,61.52,76.25
Columbia College,SC,Private NonProfit,28500.0,16700.0,36200.0,22400.0,50.24,67.57
University of Arkansas-Fort Smith,AR,Public,30700.0,20100.0,35000.0,25900.0,25.5,64.59
Ouachita Baptist University,AR,Private NonProfit,34600.0,34600.0,46000.0,34200.0,70.44,80.58
California Polytechnic State University-San Luis Obispo,CA,Public,54700.0,33600.0,74300.0,53100.0,79.73,94.97
California State University-Stanislaus,CA,Public,39300.0,28100.0,48500.0,32700.0,57.21000000000001,85.0
Concordia University-Irvine,CA,Private NonProfit,40800.0,28500.0,50800.0,40600.0,53.75,78.44
California State University Maritime Academy,CA,Public,76700.0,42600.0,87800.0,58400.0,62.11,84.55
California State University-Chico,CA,Public,42900.0,29300.0,55400.0,42200.0,68.51,85.78
California State University-Fullerton,CA,Public,38500.0,25200.0,51800.0,37600.0,62.26000000000001,88.66000000000003
Point University,GA,Private NonProfit,30200.0,20200.0,34700.0,21500.0,34.07,68.44
Piedmont College,GA,Private NonProfit,40200.0,23200.0,43400.0,29400.0,49.74,68.35
Aurora University,IL,Private NonProfit,39200.0,24600.0,46200.0,28400.0,58.23,68.96
University of Hawaii at Hilo,HI,Public,31700.0,23900.0,41800.0,32300.0,34.95,70.89
Reinhardt University,GA,Private NonProfit,33500.0,23100.0,40500.0,33800.0,32.33,55.88
Lewis University,IL,Private NonProfit,43800.0,26000.0,53600.0,32900.0,61.55,79.34
MacMurray College,IL,Private NonProfit,32000.0,19600.0,39300.0,26100.0,23.33,67.5
Olivet Nazarene University,IL,Private NonProfit,39300.0,25300.0,44000.0,30900.0,57.16,74.56
Robert Morris University Illinois,IL,Private NonProfit,33000.0,22200.0,36500.0,25400.0,41.28,48.97
Rockford University,IL,Private NonProfit,38300.0,20700.0,47800.0,26600.0,49.31,66.06
Bethel College-Indiana,IN,Private NonProfit,36000.0,24700.0,42800.0,45800.0,65.42999999999999,76.42999999999998
Calumet College of Saint Joseph,IN,Private NonProfit,40000.0,30100.0,47800.0,35100.0,24.52,51.38
Indiana University-Purdue University-Fort Wayne,IN,Public,33100.0,19900.0,39800.0,27000.0,21.63,60.6
Indiana University-South Bend,IN,Public,31600.0,20000.0,38100.0,27400.0,29.94,64.32
Goshen College,IN,Private NonProfit,35900.0,21900.0,42400.0,29800.0,68.16,81.82000000000002
Indiana University-East,IN,Public,32400.0,26000.0,34800.0,27800.0,32.800000000000004,66.86
Rose-Hulman Institute of Technology,IN,Private NonProfit,70800.0,35000.0,88500.0,59400.0,82.21000000000002,93.94
University of Iowa,IA,Public,47700.0,38600.0,62000.0,53400.0,71.82,87.06
Briar Cliff University,IA,Private NonProfit,37000.0,20600.0,44400.0,26700.0,44.49,78.92
Waldorf University,IA,Private ForProfit,32900.0,19800.0,42400.0,38700.0,23.27,60.3
Ashford University,CA,Private ForProfit,34000.0,29600.0,47600.0,36300.0,16.73,24.04
University of Dubuque,IA,Private NonProfit,35300.0,18700.0,42500.0,25400.0,45.34,65.52
Grand View University,IA,Private NonProfit,39800.0,24700.0,45200.0,25400.0,48.16,68.42
Emporia State University,KS,Public,33000.0,19200.0,40300.0,26400.0,43.83000000000001,71.41
Baker University,KS,Private NonProfit,48500.0,34900.0,59500.0,52800.0,55.06999999999999,79.67
Benedictine College,KS,Private NonProfit,35500.0,20400.0,45000.0,32900.0,62.89,79.53
Berea College,KY,Private NonProfit,27100.0,15600.0,36300.0,24300.0,62.94,83.56
Campbellsville University,KY,Private NonProfit,28700.0,16500.0,35400.0,22500.0,35.86,61.26000000000001
Kentucky State University,KY,Public,25600.0,16200.0,31300.0,20200.0,19.86,59.540000000000006
University of Kentucky,KY,Public,43500.0,45600.0,54000.0,45000.0,63.96,81.72
McMurry University,TX,Private NonProfit,36200.0,22600.0,46400.0,34800.0,36.07,52.53
Hardin-Simmons University,TX,Private NonProfit,40200.0,25600.0,48300.0,34400.0,51.99,71.28999999999998
Our Lady of the Lake University,TX,Private NonProfit,35500.0,25000.0,42500.0,26800.0,38.8,55.88
Rice University,TX,Private NonProfit,68300.0,72000.0,91600.0,98100.0,93.11,96.27
Stephen F Austin State University,TX,Public,36700.0,21600.0,46400.0,34300.0,44.17,71.38
Texas Lutheran University,TX,Private NonProfit,38600.0,23800.0,51100.0,38800.0,52.37000000000001,67.58999999999999
West Texas A & M University,TX,Public,39300.0,38600.0,46700.0,30700.0,44.17,65.05
Wiley College,TX,Private NonProfit,26400.0,18900.0,30700.0,22300.0,19.03,65.56
Brigham Young University-Hawaii,HI,Private NonProfit,35600.0,32300.0,49100.0,40000.0,54.09,64.81
Lyndon State College,VT,Public,30200.0,17700.0,35900.0,22300.0,37.85,67.78999999999999
Liberty University,VA,Private NonProfit,35800.0,26100.0,41400.0,32100.0,50.52,82.64
Jefferson College of Health Sciences,VA,Private NonProfit,47500.0,25300.0,58600.0,36200.0,42.86,64.81
Utah Valley University,UT,Public,38700.0,28900.0,50700.0,44100.0,28.75,63.35
University of Vermont,VT,Public,40400.0,27800.0,55200.0,44100.0,74.22999999999998,86.5
University of Utah,UT,Public,47200.0,43500.0,63500.0,58300.0,65.14,89.97
University of Mary Washington,VA,Public,40300.0,25200.0,56200.0,34000.0,71.58,82.54
Westminster College,UT,Private NonProfit,44600.0,44200.0,58100.0,52500.0,61.92999999999999,79.42
Bluefield College,VA,Private NonProfit,39400.0,25400.0,46000.0,29500.0,32.14,61.07
Castleton University,VT,Public,33800.0,17900.0,40800.0,23700.0,47.79,74.61
Norfolk State University,VA,Public,30000.0,29200.0,38800.0,24700.0,34.81,76.69
Shenandoah University,VA,Private NonProfit,42300.0,28300.0,52300.0,41100.0,57.25,82.28999999999998
Eastern Washington University,WA,Public,37700.0,28900.0,46700.0,34200.0,46.52,75.87
Washington and Lee University,VA,Private NonProfit,58900.0,43300.0,93300.0,73000.0,91.7,95.37
Strayer University-Virginia,VA,Private ForProfit,38400.0,29300.0,53500.0,39800.0,37.04,54.290000000000006
The Evergreen State College,WA,Public,28400.0,20200.0,36900.0,27000.0,56.37,68.46
Viterbo University,WI,Private NonProfit,41300.0,23800.0,47400.0,29600.0,45.59,80.36
Edgewood College,WI,Private NonProfit,41500.0,21800.0,47600.0,29600.0,62.96000000000001,77.85
University of Wisconsin-Green Bay,WI,Public,36500.0,20200.0,44500.0,26100.0,48.88,74.47
University of Wyoming,WY,Public,44200.0,36200.0,54200.0,41000.0,55.41,76.68
Lawrence University,WI,Private NonProfit,32600.0,22700.0,48700.0,34300.0,78.64999999999998,90.86
University of Wisconsin-Parkside,WI,Public,32900.0,20400.0,42600.0,28700.0,24.33,70.5
University of Wisconsin-Stout,WI,Public,41000.0,20900.0,48700.0,27700.0,54.23,73.1
Universidad del Turabo,PR,Private NonProfit,20000.0,17800.0,24000.0,20000.0,25.77,76.11
Inter American University of Puerto Rico-San German,PR,Private NonProfit,19300.0,16900.0,23500.0,21000.0,34.25,71.0
Caribbean University-Bayamon,PR,Private NonProfit,18400.0,17100.0,21400.0,17100.0,21.57,63.89
Inter American University of Puerto Rico-Barranquitas,PR,Private NonProfit,19300.0,16900.0,23500.0,21000.0,41.49,73.45
Saint Joseph's College of Maine,ME,Private NonProfit,42500.0,23100.0,47000.0,29500.0,54.35,81.23
University of Maryland-Baltimore County,MD,Public,42900.0,26700.0,59600.0,37000.0,64.42,87.17
Unity College,ME,Private NonProfit,27800.0,15800.0,37400.0,22900.0,58.22000000000001,72.22
Maryland Institute College of Art,MD,Private NonProfit,30200.0,23400.0,41200.0,29700.0,73.49,88.02
University of Maryland Eastern Shore,MD,Public,29100.0,19700.0,40400.0,25800.0,36.44,57.96
University of Maine at Fort Kent,ME,Public,36000.0,21800.0,37700.0,25300.0,34.64,74.74
Mount St. Mary's University,MD,Private NonProfit,42000.0,20400.0,56600.0,32400.0,70.99,74.51
Notre Dame of Maryland University,MD,Private NonProfit,47200.0,30400.0,56400.0,34200.0,50.42,67.74
Amherst College,MA,Private NonProfit,61600.0,87900.0,83300.0,78400.0,93.46,96.02
Brandeis University,MA,Private NonProfit,47000.0,33300.0,69000.0,58100.0,89.94,93.51
Assumption College,MA,Private NonProfit,47100.0,23100.0,61300.0,35100.0,74.07000000000002,82.11
Bay Path University,MA,Private NonProfit,37000.0,21700.0,44800.0,26500.0,61.02,72.47
Berklee College of Music,MA,Private NonProfit,25700.0,21600.0,38300.0,43400.0,61.34,83.63000000000002
Boston Architectural College,MA,Private NonProfit,40200.0,23400.0,50900.0,36100.0,17.07,81.58
Hampshire College,MA,Private NonProfit,24900.0,20000.0,39900.0,40000.0,64.99000000000001,79.19
Pine Manor College,MA,Private NonProfit,29100.0,15400.0,36500.0,19300.0,28.660000000000004,49.48
Augsburg University,MN,Private NonProfit,41500.0,27200.0,53200.0,38000.0,56.89999999999999,76.57000000000002
Bethany Lutheran College,MN,Private NonProfit,31100.0,18200.0,37600.0,25800.0,54.55,82.09
Macalester College,MN,Private NonProfit,36900.0,28300.0,55800.0,41500.0,88.16000000000003,93.3
Concordia University-Saint Paul,MN,Private NonProfit,46000.0,37100.0,57100.0,44200.0,51.61,71.61999999999998
Martin Luther College,MN,Private NonProfit,29300.0,15900.0,37400.0,22700.0,73.49,86.63
Southwest Minnesota State University,MN,Public,34900.0,20300.0,41400.0,29700.0,49.8,69.21000000000001
Minnesota State University Moorhead,MN,Public,36300.0,19500.0,44900.0,27700.0,41.55,76.12
Saint Johns University,MN,Private NonProfit,49600.0,27500.0,67100.0,39700.0,78.93,88.69
Winona State University,MN,Public,40000.0,19700.0,48600.0,29800.0,59.21999999999999,77.38000000000002
Rocky Mountain College,MT,Private NonProfit,34500.0,22200.0,47100.0,35000.0,48.42,69.46
The University of Montana-Western,MT,Public,29300.0,17900.0,36700.0,32800.0,46.43,68.5
Bryan College of Health Sciences,NE,Private NonProfit,47200.0,16700.0,53500.0,24200.0,73.33,88.37
Keene State College,NH,Public,36100.0,23300.0,45800.0,29000.0,63.03,75.35
Creighton University,NE,Private NonProfit,50900.0,29000.0,70100.0,51700.0,79.01,88.92
Sierra Nevada College,NV,Private NonProfit,29000.0,19900.0,46600.0,40300.0,34.88,64.77000000000001
Felician University,NJ,Private NonProfit,47800.0,33300.0,52800.0,35200.0,41.36,84.11999999999998
Monmouth University,NJ,Private NonProfit,42600.0,24500.0,55900.0,39800.0,69.65,79.08
Rowan University,NJ,Public,39800.0,23100.0,55400.0,41900.0,70.98,84.56
Drew University,NJ,Private NonProfit,36200.0,25900.0,58500.0,43100.0,61.13,87.36
Kean University,NJ,Public,38000.0,24400.0,48400.0,28800.0,49.68,72.75
Saint Peter's University,NJ,Private NonProfit,38200.0,27100.0,50900.0,35600.0,54.15,80.60000000000002
Eastern New Mexico University-Main Campus,NM,Public,29200.0,24900.0,34800.0,27800.0,34.56,58.74
College of Saint Elizabeth,NJ,Private NonProfit,39600.0,35300.0,49200.0,32100.0,49.57,56.44
Auburn University,AL,Public,43100.0,35100.0,56300.0,42400.0,75.01,91.01
University of Arkansas at Pine Bluff,AR,Public,23900.0,15900.0,30600.0,21800.0,23.59,70.3
Southwest University of Visual Arts-Tucson,AZ,Private ForProfit,26500.0,16400.0,32600.0,23100.0,88.24,83.33
Western International University,AZ,Private ForProfit,49400.0,31600.0,42500.0,37900.0,11.36,75.0
University of Arkansas at Little Rock,AR,Public,34600.0,23700.0,39500.0,30900.0,30.45,68.43
National University,CA,Private NonProfit,51900.0,32500.0,59000.0,35200.0,37.5,74.55000000000003
Newschool of Architecture and Design,CA,Private ForProfit,39200.0,22800.0,55100.0,30300.0,31.82,70.91
Pacific Union College,CA,Private NonProfit,48600.0,41300.0,61700.0,43600.0,50.42,77.19
William Jessup University,CA,Private NonProfit,38400.0,27000.0,45100.0,35700.0,64.66,75.86
San Jose State University,CA,Public,47200.0,36500.0,63800.0,47800.0,62.07,87.35000000000002
Sonoma State University,CA,Public,41200.0,26000.0,53200.0,39000.0,61.22,79.58
Metropolitan State University of Denver,CO,Public,36100.0,23000.0,44200.0,31700.0,26.87,64.66
Colorado State University-Fort Collins,CO,Public,39900.0,24200.0,53400.0,40200.0,66.74,86.28
Adams State University,CO,Public,28800.0,19600.0,38100.0,25900.0,25.14,60.98
University of Colorado Denver/Anschutz Medical Campus,CO,Public,48700.0,36200.0,71200.0,66900.0,48.24,71.13000000000002
Fort Lewis College,CO,Public,30500.0,20800.0,39400.0,28900.0,44.82,65.19
Colorado College,CO,Private NonProfit,35900.0,25800.0,49900.0,40300.0,86.53999999999998,96.05
Regis University,CO,Private NonProfit,54100.0,34000.0,62700.0,46700.0,68.22,79.82000000000002
Rocky Mountain College of Art and Design,CO,Private ForProfit,30500.0,21900.0,36700.0,25800.0,46.85,57.89
Eastern Connecticut State University,CT,Public,36800.0,19800.0,49000.0,29400.0,54.50000000000001,75.78
Fairfield University,CT,Private NonProfit,56500.0,27300.0,80100.0,55900.0,82.19,89.22
Albertus Magnus College,CT,Private NonProfit,45200.0,31600.0,56000.0,40000.0,52.5,70.42
Connecticut College,CT,Private NonProfit,44400.0,28000.0,62900.0,40500.0,84.02,88.7
South University-West Palm Beach,FL,Private ForProfit,32500.0,27000.0,40200.0,31500.0,26.090000000000003,57.14
Eckerd College,FL,Private NonProfit,36000.0,29000.0,46700.0,34500.0,66.33,81.61
University of North Florida,FL,Public,37500.0,22200.0,49200.0,33200.0,53.69000000000001,79.56
Nova Southeastern University,FL,Private NonProfit,47800.0,33700.0,55600.0,42400.0,49.93,74.57000000000002
